hotel,is_canceled,lead_time,arrival_date_week,arrival_date_month,arrival_date_year,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,id,booking_difficulty_score,total_bookings,arrival_date,kids,is_single,group_size,total_nights,long_stay
City Hotel,0,130,42,10,2016,15,1.141370394092324,0.4705760445903506,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,1.3345782077533976,Transient,329.37,0,1,99959,3.17820548804277,0,2016-10-15,0,0,2,1.6119464386826747,0
Resort Hotel,1,77,6,2,2016,6,3.935642316803551,3.313065852198648,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,40.0,4.270381392399472,Transient,186.9,0,0,3927,2.3170484426340514,0,2016-2-6,0,1,1,7.2487081690021995,1
Resort Hotel,1,10,33,8,2016,13,1.1085413174119028,1.112098689899263,2,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,75.73,0,0,7516,2.293683476366111,0,2016-8-13,0,0,2,2.220640007311166,0
City Hotel,0,299,44,10,2016,23,2.189209665746434,4.437701334429531,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,7.0,40.0,0.0,Transient,142.01,0,1,100389,1.9249909312766214,0,2016-10-23,0,0,2,6.626911000175965,0
Resort Hotel,1,40,24,6,2016,5,3.084262743362867,3.2730821591581862,2,1,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,13.87306693607977,Transient,49.9,0,2,6367,2.6499998087093344,0,2016-6-5,1,0,3,6.357344902521053,0
City Hotel,0,230,15,4,2017,14,2.2889788439300363,1.5711825465532343,2,0,0,ITA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,223.82,0,0,66149,0.9174727107421818,0,2017-4-14,0,0,2,3.8601613904832703,0
City Hotel,1,40,25,6,2016,17,0.0,1.6280349536694354,2,0,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,7.0,40.0,0.0,Transient,76.56,0,0,53169,1.3374031419240022,0,2016-6-17,0,0,2,1.6280349536694354,0
Resort Hotel,1,155,16,4,2017,16,2.443249774093686,4.21482076581035,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,177.0,40.0,2.014957626859329,Transient,81.62,0,0,11063,2.1998620324011355,0,2017-4-16,0,0,2,6.658070539904036,0
City Hotel,0,268,44,10,2016,23,1.5181873537046364,0.0,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,6.0,40.0,0.0,Transient-Party,65.6,0,1,100225,1.9249909312766214,0,2016-10-23,0,0,2,1.5181873537046364,0
City Hotel,1,110,28,7,2015,11,2.9347632862847948,2.5632086584757965,2,0,0,ITA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,17.0,40.0,0.0,Transient-Party,58.08,0,0,40175,1.9249909312766214,0,2015-7-11,0,0,2,5.497971944760591,0
Resort Hotel,0,134,49,12,2015,4,2.282336632008144,0.6090340553113841,2,0,0,ESP,ONLINE TA,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,23.67,0,1,19131,1.022713185895986,0,2015-12-4,0,0,2,2.891370687319528,0
City Hotel,1,110,36,9,2016,2,0.0,1.578430054094866,2,0,0,CHE,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,9.36,0,1,56250,1.9249909312766214,0,2016-9-2,0,0,2,1.578430054094866,0
City Hotel,1,226,17,4,2017,25,0.0,1.074177027762682,2,0,0,PRT,UNKNOWN,TA/TO,0,0,0,A,0,Non Refund,229.0,40.0,0.0,Transient,46.9,0,0,66759,1.9249909312766214,0,2017-4-25,0,0,2,1.074177027762682,0
City Hotel,0,209,52,12,2016,19,1.0222943306134529,5.693917705255799,1,0,0,DEU,DIRECT,DIRECT,0,0,0,A,1,No Deposit,14.0,40.0,0.0,Transient,66.15,0,0,103322,1.9249909312766214,0,2016-12-19,0,1,1,6.716212035869252,0
City Hotel,1,85,50,12,2016,7,0.0,1.209162737028939,2,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,5.004517296998633,Transient,205.55,0,2,61288,3.01064282469602,0,2016-12-7,0,0,2,1.209162737028939,0
City Hotel,0,101,42,10,2016,14,0.18684551543764,4.34835761541366,1,0,0,UNKNOWN,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,77.0,40.0,0.0,Transient-Party,27.01,0,0,99597,0.0064757829118064,0,2016-10-14,0,1,1,4.5352031308513,0
City Hotel,1,91,25,6,2016,15,0.0,0.5679035551946768,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,119.0,40.0,45.40432455589264,Transient,39.59,0,0,52986,5.114023614115796,0,2016-6-15,0,1,1,0.5679035551946768,0
City Hotel,1,101,39,9,2016,19,1.3897480469848278,0.8866527061767608,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,287.0,40.0,0.0,Transient,64.98,0,0,57106,1.9249909312766214,0,2016-9-19,0,0,2,2.276400753161589,0
City Hotel,0,8,21,5,2017,25,1.2891130921187073,2.4856444300422496,2,0,0,AUT,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,12.921174256271248,Transient,161.44,0,1,112802,3.4829843615371514,0,2017-5-25,0,0,2,3.774757522160957,0
City Hotel,0,101,28,7,2016,3,2.5910261174046827,2.9037619419613243,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,40.0,3.5104498564207542,Transient,69.29,0,0,92404,0.1371773608791835,0,2016-7-3,0,0,2,5.494788059366007,0
Resort Hotel,0,93,34,8,2015,17,2.902130352466466,3.1883550824008373,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,147.0,40.0,13.509521350172598,Transient,129.76,0,1,16397,1.5337384861078522,0,2015-8-17,0,0,2,6.090485434867303,0
Resort Hotel,0,183,18,4,2016,29,0.0,0.0,2,0,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,240.0,40.0,3.7008686867550873,Transient,41.01,1,0,23683,1.9249909312766214,0,2016-4-29,0,0,2,0.0,0
City Hotel,1,128,28,7,2015,11,0.7800880794350347,2.011977847041944,2,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,No Deposit,1.0,40.0,0.0,Transient-Party,78.53,0,0,74258,0.1120405577114069,1,2015-7-11,0,0,2,2.7920659264769787,0
City Hotel,1,34,18,4,2016,29,1.6154535887306885,1.9747589678312856,1,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,91.66,0,0,50368,1.2937088113806956,0,2016-4-29,0,1,1,3.590212556561974,0
Resort Hotel,0,269,31,8,2017,4,0.0,0.7975514658077647,2,0,0,BRA,DIRECT,DIRECT,0,0,0,A,0,No Deposit,250.0,40.0,9.95220499340191,Transient,141.52,0,1,39026,3.235700703756726,0,2017-8-4,0,0,2,0.7975514658077647,0
Resort Hotel,1,70,29,7,2015,12,0.7751030879473043,0.0,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,10.956875253222291,Transient,130.57,1,1,15402,1.9369228508919425,0,2015-7-12,0,0,2,0.7751030879473043,0
City Hotel,1,137,19,5,2016,1,2.0603926818325435,1.8965979753529696,2,0,1,ROU,ONLINE TA,TA/TO,0,0,0,D,1,No Deposit,9.0,40.0,0.0,Transient,190.18,0,3,50468,0.0231190775299281,0,2016-5-1,1,0,3,3.9569906571855133,0
City Hotel,0,217,36,8,2016,28,1.6942880311672583,1.569323602681482,2,0,0,MISSING,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,12.21161817044018,Transient,69.49,0,3,96328,1.269220650868152,0,2016-8-28,0,0,2,3.2636116338487406,0
City Hotel,1,33,23,5,2016,30,1.2314651853630685,2.3432840974793114,1,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient-Party,126.48,0,0,52067,1.013404793558004,0,2016-5-30,0,1,1,3.57474928284238,0
Resort Hotel,0,12,15,4,2016,9,2.749124301110358,0.0,2,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,6.334431874218184,Transient,117.02,0,1,23281,2.873411415163891,0,2016-4-9,0,0,2,2.749124301110358,0
Resort Hotel,0,101,26,7,2017,1,0.5618379045934125,0.0,2,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,250.0,40.0,1.7267745249427038,Transient,35.3,1,1,13944,1.5207971957519135,0,2017-7-1,0,0,2,0.5618379045934125,0
City Hotel,0,101,28,7,2017,15,0.1535060767689323,2.3061824544155947,2,1,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,148.66,0,1,116284,1.2858391865249197,0,2017-7-15,1,0,3,2.459688531184527,0
Resort Hotel,1,179,17,4,2016,18,1.6274211282885758,2.758284573266752,2,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,No Deposit,298.0,40.0,2.9175703005876854,Transient-Party,89.5,0,0,5143,2.088064439763787,0,2016-4-18,0,0,2,4.385705701555327,0
Resort Hotel,0,40,7,2,2016,12,0.7135323471096235,5.022559711217155,2,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,7.1809032280713545,Transient,141.04,0,0,20894,2.25646664977906,0,2016-2-12,0,0,2,5.736092058326778,0
Resort Hotel,0,33,47,11,2016,18,0.0,3.2950474601148856,2,1,0,UNKNOWN,DIRECT,DIRECT,0,0,0,A,1,No Deposit,250.0,40.0,6.602567391698902,Transient,24.79,0,0,30364,0.7251150608598753,0,2016-11-18,1,0,3,3.2950474601148856,0
Resort Hotel,0,110,6,2,2016,5,0.0,0.3766716485027491,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient-Party,110.43,0,2,20681,1.1346132686511743,0,2016-2-5,0,0,2,0.3766716485027491,0
Resort Hotel,0,6,10,3,2016,5,2.1613162827527628,0.8836360017691187,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,85.35,0,0,4353,0.9605108063269784,0,2016-3-5,0,0,2,3.0449522845218815,0
City Hotel,0,32,3,1,2016,13,0.0,7.27146752979579,1,0,0,NLD,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,83.0,40.0,10.891096550458904,Transient,71.26,0,0,83021,2.6139205870850555,0,2016-1-13,0,1,1,7.27146752979579,1
City Hotel,0,244,21,5,2017,22,0.2601099875315881,8.735086517104177,2,0,0,FRA,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,182.21,0,4,112549,2.232351258900368,0,2017-5-22,0,0,2,8.995196504635766,1
City Hotel,1,59,49,11,2016,30,0.0,0.9322383647994462,1,0,0,PRT,GROUPS,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient-Party,120.61,0,0,61033,0.8214473457399112,0,2016-11-30,0,1,1,0.9322383647994462,0
City Hotel,1,46,37,9,2015,10,0.5265595352094848,1.7559181184875514,1,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Contract,128.44,0,2,42772,0.4681120828017613,0,2015-9-10,0,1,1,2.282477653697036,0
City Hotel,0,339,9,2,2016,27,2.604820774072327,0.0,1,0,0,MOZ,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,134.0,40.0,0.0,Transient-Party,27.46,0,0,84739,0.0167076967233652,0,2016-2-27,0,1,1,2.604820774072327,0
City Hotel,0,173,41,10,2016,8,0.152008391434246,2.6260010654689188,3,0,0,DEU,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,91.58,0,1,99175,1.9249909312766214,0,2016-10-8,0,0,3,2.7780094569031646,0
Resort Hotel,0,244,51,12,2016,17,3.057255415202932,1.8655425983731195,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,105.54,0,1,9597,0.4204983960220967,0,2016-12-17,0,0,2,4.922798013576052,0
City Hotel,1,101,19,5,2017,11,0.0,0.0,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,38.48,0,0,68016,1.9249909312766214,0,2017-5-11,0,0,2,0.0,0
Resort Hotel,0,214,31,7,2016,24,1.6198557503724604,1.6838518614358216,3,0,0,CHE,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,36.0,40.0,17.520876162431414,Transient,31.53,0,1,26384,1.453188586907512,0,2016-7-24,0,0,3,3.303707611808282,0
City Hotel,1,222,30,7,2016,23,0.0924355599557891,6.4349728096644965,1,0,0,AUS,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,7.0,40.0,2.075985668248653,Transient,147.28,0,0,93640,3.4272326066667143,0,2016-7-23,0,1,1,6.527408369620286,0
City Hotel,0,106,36,8,2016,28,0.3727348489403824,1.4862256874240165,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,48.29,0,0,96130,0.1747438558400318,0,2016-8-28,0,0,2,1.8589605363643988,0
City Hotel,0,107,40,10,2015,2,0.2154300951261904,3.047862425074832,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,19.0,40.0,3.4499256803254275,Transient-Party,247.87,0,0,44204,4.315100492763378,0,2015-10-2,0,1,1,3.2632925202010226,0
City Hotel,0,28,15,4,2016,9,0.3684755598674938,0.0,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,3.0,40.0,0.0,Transient-Party,125.95,0,1,86890,1.6730222821402183,0,2016-4-9,0,0,2,0.3684755598674938,0
City Hotel,0,96,22,5,2016,28,2.768974540626683,5.53992982088933,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,11.0,40.0,0.0,Transient,111.45,0,0,90205,1.0601316514211283,0,2016-5-28,0,0,2,8.308904361516014,1
City Hotel,1,245,8,2,2016,17,0.0,0.5679770277277127,2,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,Non Refund,37.0,40.0,0.0,Transient,111.95,0,0,82831,1.0920221957994438,1,2016-2-17,0,0,2,0.5679770277277127,0
City Hotel,1,101,35,8,2016,26,1.926416107438043,6.59059396488729,2,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,90.73,0,0,56006,1.3829231111699456,0,2016-8-26,0,0,2,8.517010072325334,1
City Hotel,1,101,2,1,2017,12,0.1748551728454583,1.8170568911162392,2,0,0,PRT,UNKNOWN,TA/TO,0,0,0,A,1,No Deposit,9.0,366.0,0.0,Transient-Party,174.77,0,0,62389,1.9249909312766214,0,2017-1-12,0,0,2,1.9919120639616976,0
City Hotel,1,307,28,7,2015,11,1.9413419691506693,0.0,2,0,0,ITA,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,17.0,40.0,0.0,Transient-Party,140.94,0,0,40172,1.9249909312766214,0,2015-7-11,0,0,2,1.9413419691506693,0
City Hotel,0,37,40,9,2016,27,0.0,2.682675457456893,2,0,0,PRT,CORPORATE,CORPORATE,1,0,2,E,1,No Deposit,9.0,51.0,1.5372425784586998,Transient,78.58,0,0,84749,1.9249909312766214,2,2016-9-27,0,0,2,2.682675457456893,0
City Hotel,1,195,15,4,2017,13,0.2731607435154872,2.7080795679493432,3,0,0,SWE,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,91.5,0,1,66055,1.9249909312766214,0,2017-4-13,0,0,3,2.9812403114648305,0
City Hotel,0,184,12,3,2017,21,0.0,3.2592653937696827,2,0,0,FRA,DIRECT,DIRECT,0,0,0,D,0,No Deposit,14.0,40.0,0.0,Transient,130.96,0,1,108408,0.6798005914868566,0,2017-3-21,0,0,2,3.2592653937696827,0
City Hotel,0,227,25,6,2017,22,1.3828759068626266,2.7685880182478084,2,1,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,11.756796959114286,Transient-Party,63.83,0,0,114693,2.361470525818841,0,2017-6-22,1,0,3,4.151463925110435,0
City Hotel,1,37,32,8,2017,9,0.0,3.0468474415143563,2,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,115.26,0,1,72917,2.253034346864938,0,2017-8-9,0,0,2,3.0468474415143563,0
City Hotel,0,133,21,5,2016,20,0.6524589236965282,5.884345570527825,2,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,No Deposit,1.0,40.0,99.32127187482644,Transient-Party,96.97,0,0,89399,10.77371946145528,0,2016-5-20,0,0,2,6.536804494224353,0
City Hotel,0,336,37,9,2016,6,0.0,4.615708010702887,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,110.55,1,2,96774,0.8871135663534624,0,2016-9-6,0,0,2,4.615708010702887,0
City Hotel,0,30,36,9,2015,5,1.8298824779965936,1.6849300845542468,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Contract,245.31,0,3,42388,1.9249909312766214,0,2015-9-5,0,0,2,3.5148125625508406,0
Resort Hotel,0,16,9,2,2016,26,1.7443272435910724,4.658441620871378,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,96.4,0,2,21466,1.9249909312766214,0,2016-2-26,0,0,2,6.40276886446245,0
City Hotel,1,215,48,11,2016,25,0.5215382599973162,1.2192650145854598,1,0,0,PRT,ONLINE TA,CORPORATE,0,0,0,A,0,No Deposit,9.0,197.0,2.7088009896910723,Transient-Party,115.44,0,0,102315,1.6396220658183396,0,2016-11-25,0,1,1,1.740803274582776,0
City Hotel,1,304,43,10,2015,19,1.175653420530094,0.238833453304361,1,0,0,USA,GROUPS,TA/TO,0,0,0,A,1,No Deposit,1.0,40.0,0.0,Transient-Party,31.34,0,0,74772,1.5550736744403044,0,2015-10-19,0,1,1,1.414486873834455,0
City Hotel,0,95,34,8,2017,26,0.0,1.133000240967285,2,1,0,AUT,ONLINE TA,TA/TO,0,0,0,F,1,No Deposit,9.0,40.0,0.0,Transient,55.33,0,0,118936,1.9249909312766214,0,2017-8-26,1,0,3,1.133000240967285,0
Resort Hotel,0,134,17,4,2017,28,1.7974604359516737,4.439610299058019,2,0,0,IRL,UNKNOWN,TA/TO,0,0,0,E,0,No Deposit,175.0,40.0,2.8377131803790334,Transient,79.27,0,0,35925,1.9249909312766214,0,2017-4-28,0,0,2,6.237070735009693,0
City Hotel,1,60,9,3,2017,3,0.1098593532113822,2.7640991675183937,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,8.127602308414096,Transient,82.25,0,1,106849,1.1551708118050403,0,2017-3-3,0,0,2,2.8739585207297758,0
City Hotel,1,47,25,6,2016,12,1.7468210342857065,4.909667402307109,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,236.0,40.0,2.318303451340077,Transient,120.58,0,0,52762,1.4602096640987838,0,2016-6-12,0,1,1,6.656488436592816,0
City Hotel,0,40,35,8,2017,28,1.3802394197395904,2.615292954365302,2,0,0,USA,ONLINE TA,DIRECT,0,0,0,A,0,No Deposit,14.0,40.0,0.0,Transient,203.27,0,1,119326,2.484022425276345,0,2017-8-28,0,0,2,3.9955323741048927,0
City Hotel,0,31,25,6,2017,19,0.8611052791152417,7.309164791554768,2,0,0,BRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,17.39589472961089,Transient,131.06,0,1,114420,2.411039628950365,0,2017-6-19,0,0,2,8.17027007067001,1
City Hotel,0,16,31,8,2017,3,0.3216522754501498,2.2450921215627604,2,0,0,ESP,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,28.0,40.0,0.0,Transient,116.0,0,1,117570,1.057637900832128,0,2017-8-3,0,0,2,2.56674439701291,0
City Hotel,0,121,19,5,2017,8,1.9839554975826408,0.0,2,0,0,USA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,7.0,40.0,0.0,Transient,117.14,0,1,111368,1.7527335903894108,0,2017-5-8,0,0,2,1.9839554975826408,0
Resort Hotel,0,121,26,6,2017,27,0.8644630861455134,2.6684706021330724,2,0,0,UNAVAILABLE,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,143.0,40.0,0.0,Contract,69.7,0,0,37943,1.9249909312766214,0,2017-6-27,0,0,2,3.532933688278586,0
Resort Hotel,0,101,12,3,2017,23,1.456121664004906,2.3985158657336267,1,0,0,FRA,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,464.0,40.0,5.079806672553,Transient,91.46,0,0,34599,0.7232046124203223,0,2017-3-23,0,1,1,3.8546375297385325,0
City Hotel,1,39,23,6,2017,8,0.0454587202049226,1.3930858102653063,2,0,0,MISSING,GROUPS,TA/TO,0,0,0,A,0,Non Refund,58.0,40.0,0.4545983332184963,Transient,33.04,0,0,69914,1.8127955210484563,0,2017-6-8,0,0,2,1.438544530470229,0
City Hotel,0,20,17,4,2016,20,0.0,0.0,2,0,0,AUT,GROUPS,TA/TO,0,0,0,A,0,No Deposit,30.0,40.0,177.3423617565384,Transient-Party,78.34,0,0,49921,18.30283285185205,0,2016-4-20,0,0,2,0.0,0
Resort Hotel,0,101,25,6,2016,17,2.161171957890926,0.5783771028730682,2,0,0,PRT,DIRECT,DIRECT,1,0,1,A,2,No Deposit,250.0,40.0,9.873737146522172,Transient,31.69,0,0,22483,0.708326711884555,1,2016-6-17,0,0,2,2.739549060763994,0
Resort Hotel,1,116,27,7,2015,3,1.440771682774018,3.0530276927993274,2,0,0,PRT,UNKNOWN,TA/TO,0,0,0,E,0,No Deposit,240.0,40.0,2.9924779061442184,Transient,135.35,0,0,77,2.09986357167227,0,2015-7-3,0,0,2,4.493799375573346,0
City Hotel,0,101,5,1,2016,25,0.4228871191458587,0.0,1,0,0,CHL,CORPORATE,CORPORATE,0,0,0,A,1,No Deposit,38.0,40.0,26.354799393936176,Transient-Party,59.09,0,0,83266,3.9362216369020633,0,2016-1-25,0,1,1,0.4228871191458587,0
Resort Hotel,0,101,15,4,2017,9,0.0,7.3686892777536,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,1.743802575529682,Transient,61.12,0,1,35005,0.2739123002401211,0,2017-4-9,0,0,2,7.3686892777536,1
City Hotel,1,121,14,4,2017,6,0.210512569994624,2.428703944135976,1,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,Non Refund,9.0,40.0,23.17793537305805,Transient,207.84,0,0,65717,3.7339969531063857,0,2017-4-6,0,1,1,2.6392165141306,0
City Hotel,1,205,39,9,2015,21,0.9024115953587386,2.234799614317112,2,0,0,PRT,ONLINE TA,TA/TO,0,1,0,A,0,Non Refund,1.0,40.0,0.9432271918819648,Contract,125.02,0,0,74536,2.0584437659806776,1,2015-9-21,0,0,2,3.1372112096758507,0
City Hotel,0,323,26,6,2016,20,1.713770553864458,2.703800313913036,1,0,0,PRT,CORPORATE,CORPORATE,1,0,8,A,0,No Deposit,9.0,40.0,0.0,Transient,130.51,1,1,82113,0.7718239031278215,8,2016-6-20,0,1,1,4.417570867777494,0
City Hotel,1,6,52,12,2016,22,1.4863690484570915,0.170567295400881,2,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,Non Refund,1.0,40.0,5.124241383960974,Transient,80.13,0,0,61667,0.9710044318312636,0,2016-12-22,0,0,2,1.6569363438579725,0
City Hotel,0,19,30,7,2016,23,1.9716658018962243,1.436095916927712,2,0,0,AUT,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,138.0,40.0,0.0,Transient,126.95,0,0,93836,1.9249909312766214,0,2016-7-23,0,0,2,3.407761718823936,0
City Hotel,1,281,18,5,2017,6,1.924369073161833,0.7033996385707757,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,229.0,40.0,0.0,Transient,81.61,0,0,67687,1.9249909312766214,0,2017-5-6,0,0,2,2.6277687117326085,0
City Hotel,0,0,44,10,2016,28,0.4658065554510925,3.059568366218766,2,1,0,FRA,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,40.0,4.410491653464139,Transient,97.51,0,1,100697,1.1985981694589103,0,2016-10-28,1,0,3,3.5253749216698584,0
City Hotel,1,17,20,5,2016,13,1.2336487042630222,0.0,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient-Party,90.82,0,0,51075,1.9249909312766214,0,2016-5-13,0,0,2,1.2336487042630222,0
City Hotel,0,5,29,7,2017,20,0.0,5.807471397793148,2,1,0,CN,ONLINE TA,TA/TO,0,0,0,D,1,No Deposit,9.0,40.0,8.596480993002979,Transient,37.66,0,1,116502,0.5434971777150198,0,2017-7-20,1,0,3,5.807471397793148,0
City Hotel,1,42,6,2,2017,8,0.1197826235928796,6.12844080363032,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,86.0,40.0,0.8351684385671797,Transient,198.82,0,0,63321,3.037607701104709,0,2017-2-8,0,0,2,6.248223427223199,0
City Hotel,0,185,38,9,2016,16,0.2447899779230085,2.388674167032089,2,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,14.0,40.0,3.926814497572233,Transient,54.39,0,1,97582,0.4692699838337171,0,2016-9-16,0,0,2,2.6334641449550977,0
City Hotel,1,101,21,5,2016,20,0.0,0.936549284985607,2,0,0,MISSING,UNKNOWN,TA/TO,0,0,0,A,0,Non Refund,6.0,40.0,126.66452895419329,Transient,97.54,0,0,51477,12.896274569832752,0,2016-5-20,0,0,2,0.936549284985607,0
Resort Hotel,1,101,38,9,2015,17,0.2714074535786621,0.4341153029555158,1,0,0,GBR,GROUPS,CORPORATE,0,1,0,A,0,Non Refund,9.0,223.0,0.0,Transient,84.3,0,0,14747,1.9249909312766214,1,2015-9-17,0,1,1,0.705522756534178,0
City Hotel,1,88,51,12,2016,14,0.5911900330751505,1.0196096067867,3,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,4.77,0,1,61486,1.9249909312766214,0,2016-12-14,0,0,3,1.6107996398618505,0
Resort Hotel,0,80,8,2,2017,23,0.0710377857910126,2.872825158718758,2,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,No Deposit,68.0,40.0,7.71902937878756,Transient-Party,143.61,0,0,33488,3.629087117428712,0,2017-2-23,0,0,2,2.9438629445097706,0
City Hotel,0,101,33,8,2015,14,0.4960531042744679,0.0,2,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,60.14,0,0,41314,0.7812282306097538,0,2015-8-14,0,0,2,0.4960531042744679,0
