hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,id,booking_difficulty_score,total_nights,total_guests,adr_per_person,cancellation_ratio_prev_bookings,is_direct_booking
Resort Hotel,1,56.45819826006343,2017,December,2015,6,2.040881539198274,4.205284852635906,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-1.761952698900773,Transient,160.59292136082132,0,2,3433,2.504148371934233,6.24616639183418,2.0,80.29646068041066,0.0,0
Resort Hotel,0,106.52493249853804,2017,December,2016,24,0.5317206549782129,3.914191893351183,2,0.0,0,HB,GBR,UNAVAILABLE,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,-9.79870507229097,Transient,188.17432013236885,0,1,31373,-0.9851844250773364,4.445912548329396,2.0,94.08716006618442,0.0,0
Resort Hotel,0,69.28434075895996,2017,April,2016,6,2.303794652458046,2.1788464673080776,2,0.0,0,BB,NLD,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-10.463666158517016,Transient,109.80931827882624,0,1,22996,0.9363316803342532,4.482641119766123,2.0,54.90465913941312,0.0,0
Resort Hotel,1,138.8077100935953,2017,July,2015,24,2.372835232264708,4.835990238295539,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-7.438141107738255,Transient,107.08971070907984,0,0,653,0.735549000041585,7.208825470560247,2.0,53.54485535453992,0.0,0
City Hotel,0,127.7184450616534,2017,February,2017,26,1.6771874945564191,3.10840427852951,2,0.0,0,HB,FRA,UNKNOWN,UNKNOWN,0,0,0,A,0,No Deposit,9.0,0.0,12.47904691171584,Transient,190.55395150196543,0,0,106708,3.426992784006122,4.785591773085929,2.0,95.27697575098271,0.0,0
City Hotel,1,344.7244355986738,2017,April,2017,21,0.7166954726539083,1.0851286102893876,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-2.988398381629715,Transient,48.832978744452205,0,0,66547,0.2436084506733583,1.8018240829432959,2.0,24.416489372226103,0.0,0
City Hotel,0,19.07166926414643,2017,December,2015,20,1.661242587736016,2.731999995813505,2,0.0,0,UNKNOWN,DEU,Online TA,TA/TO,0,0,0,B,0,No Deposit,9.0,0.0,0.9651870706523208,Transient,39.07253366498787,0,0,46174,0.1894092252725872,4.393242583549521,2.0,19.536266832493936,0.0,0
City Hotel,1,253.0368357687833,2017,July,2016,17,2.3708551222227934,6.561194613660771,2,0.0,0,SC,MISSING,MISSING,UNKNOWN,0,0,0,A,0,No Deposit,9.0,0.0,-0.8965278005952937,Transient,22.790370069707755,0,0,54482,-1.1180007421777975,8.932049735883563,2.0,11.395185034853878,0.0,0
City Hotel,1,106.52493249853804,2017,August,2016,15,0.7703686930483111,0.6116929069000829,2,0.0,0,SC,ESP,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-10.40779416930133,Transient,97.17596121944231,0,0,55542,-1.9789436312575968,1.382061599948394,2.0,48.58798060972116,0.0,0
City Hotel,1,114.14758182393838,2017,March,2017,2,0.6381663714436377,0.8283140312598978,2,0.0,0,UNKNOWN,PRT,MISSING,Direct,0,0,0,A,0,No Deposit,14.0,0.0,2.3889689816963005,Transient,97.17596121944231,0,1,64210,-0.6631456401798685,1.4664804027035356,2.0,48.58798060972116,0.0,0
Resort Hotel,0,54.66209869196285,2017,September,2016,22,1.9821270465818224,4.634242644018979,2,0.0,0,BB,GBR,Offline TA/TO,MISSING,0,0,0,A,0,No Deposit,243.0,0.0,11.172263224822254,Contract,110.7382763835844,0,0,28309,3.0033399143546,6.616369690600801,2.0,55.3691381917922,0.0,0
City Hotel,0,106.52493249853804,2017,October,2015,30,1.0923406029251677,1.10909417414931,2,0.0,0,BB,UNAVAILABLE,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,83.0,0.0,-9.06057236934567,Transient,17.198008370390284,0,1,79703,0.8439129435419087,2.2014347770744775,2.0,8.599004185195142,0.0,0
City Hotel,0,203.2511932658735,2017,May,2017,13,-0.7565365926007629,1.525437229100317,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-6.169499595822099,Transient,91.8379066060808,0,1,111695,0.634536492870188,0.7689006364995542,2.0,45.9189533030404,0.0,0
City Hotel,0,344.49901944769255,2017,April,2017,19,-0.3980425558073735,3.6403074353468714,2,0.0,0,MISSING,UNKNOWN,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,390.0,0.0,-3.51659155635864,Transient-Party,120.02238815842388,0,0,110186,0.0087544900860204,3.2422648795394977,2.0,60.01119407921194,0.0,0
Resort Hotel,1,106.52493249853804,2017,April,2016,7,-0.4401464664268322,4.385544319003596,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,67.0,0.0,4.759995554560748,Transient-Party,58.52859982523936,0,0,4899,1.019502510695556,3.945397852576764,2.0,29.26429991261968,0.0,0
City Hotel,1,32.205862420642475,2017,December,2015,3,0.4366701622301666,1.1815031380528922,2,0.0,0,MISSING,PRT,Offline TA/TO,UNKNOWN,0,0,0,A,0,Non Refund,55.0,0.0,-10.594568434667163,Transient,86.56070915017807,0,0,45955,-2.046419882907874,1.6181733002830587,2.0,43.280354575089035,0.0,0
City Hotel,0,56.67355659571706,2017,March,2017,3,0.297586687523436,0.8533545883823068,2,0.0,0,BB,GBR,Online TA,UNKNOWN,0,0,0,D,0,No Deposit,7.0,0.0,1.8694659625657488,Transient,155.92443032719976,0,0,106893,2.3794817261458343,1.1509412759057427,2.0,77.96221516359988,0.0,0
City Hotel,0,1.8479186012872724,2017,October,2015,19,1.2475760422485382,3.1444541829607577,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,112.0,0.0,-1.1517042653353493,Transient-Party,47.03780135887153,0,0,79085,0.5484251676497144,4.392030225209296,2.0,23.518900679435767,0.0,0
City Hotel,0,1.6894099134474452,2017,May,2017,19,-0.0021810369845653,1.242224890937445,2,0.0,0,BB,AUT,Online TA,UNKNOWN,0,0,0,A,0,No Deposit,9.0,0.0,0.2177213429088126,Transient,61.89543424229042,0,1,112224,0.1118965278024518,1.2400438539528795,2.0,30.94771712114521,0.0,0
City Hotel,0,267.9274275845409,2017,June,2016,12,1.4973648616117208,0.375561376827097,2,0.0,0,BB,FRA,Direct,UNAVAILABLE,0,0,0,D,0,No Deposit,14.0,0.0,0.6331294242013287,Transient,123.25771173106162,0,0,90961,0.8600220140240016,1.8729262384388177,2.0,61.62885586553081,0.0,0
City Hotel,1,41.06161384301479,2017,May,2016,15,2.446735419843073,3.813855130133855,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,0,No Deposit,133.0,0.0,6.446464539814467,Transient-Party,218.92924736107855,0,1,89073,2.7866166229508327,6.2605905499769285,2.0,109.46462368053928,0.0,0
City Hotel,0,77.5332500238267,2017,March,2016,21,-0.2626764245961364,2.1822410280527778,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,-2.091457442878866,Transient,127.01168194571451,0,1,85873,1.415551659952145,1.9195646034566414,2.0,63.50584097285726,0.0,0
City Hotel,0,10.20803211022472,2017,June,2016,6,1.247244354613995,1.4332405647943456,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,7.258301786307883,Transient-Party,135.66889288857385,0,1,90541,1.1229905291312183,2.6804849194083404,2.0,67.83444644428693,0.0,0
Resort Hotel,1,40.309659948594536,2017,July,2016,10,2.0904019139511654,2.81585286827319,2,0.0,0,UNKNOWN,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,15.004705048297993,Transient,59.19299874635323,0,1,6908,1.2913387753078598,4.906254782224355,2.0,29.596499373176616,0.0,0
City Hotel,0,184.40257540535208,2017,June,2017,3,-0.664830678657008,3.458586005092969,2,0.0,0,BB,CHE,UNAVAILABLE,UNKNOWN,0,0,0,E,0,No Deposit,9.0,0.0,6.1292265706572,Transient,70.56552729064862,0,2,113215,2.2986657634762238,2.793755326435961,2.0,35.28276364532431,0.0,0
City Hotel,1,188.3071958784465,2017,October,2015,16,-0.5270341096277776,-0.3271357624155158,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,-14.75379801581073,Transient,41.92675875782465,0,0,44922,-1.201999010899541,-0.8541698720432934,2.0,20.963379378912325,0.0,0
City Hotel,0,150.72396548302433,2017,September,2015,18,-0.1371979119381221,-0.2226425025505758,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,3.861072807455439,Transient-Party,96.85667828214932,0,0,43352,-0.0637813939097513,-0.3598404144886979,2.0,48.42833914107466,0.0,0
City Hotel,1,106.52493249853804,2017,August,2017,16,1.3124425735928622,0.6970632581655144,2,0.0,0,BB,MISSING,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-6.611872062826735,Transient,112.53895242993428,0,1,62592,-0.041733924350275,2.0095058317583767,2.0,56.26947621496714,0.0,0
City Hotel,1,133.26221057383813,2017,May,2017,28,2.396412417030799,0.9429158523858056,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,28.0,0.0,7.098927200363842,Transient,182.208707411868,0,0,69260,2.8124014172289327,3.3393282694166047,2.0,91.104353705934,0.0,0
Resort Hotel,0,85.16756650409874,2017,December,2016,21,-0.7196896782854857,2.284675953159132,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,242.0,0.0,12.064933743154745,Transient,129.11898154278867,0,1,31313,0.4436599122491529,1.5649862748736463,2.0,64.55949077139434,0.0,0
Resort Hotel,0,57.553535440256354,2017,September,2015,11,1.0673755351320442,1.2450947708633784,2,0.0,0,UNKNOWN,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0.9779212268944946,Transient,120.22839934540131,0,1,16829,-1.5212621624458458,2.3124703059954226,2.0,60.11419967270066,0.0,0
City Hotel,1,223.44697821449185,2017,March,2016,30,2.5358844946983963,2.73025666485718,2,0.0,0,MISSING,CPV,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-1.4379627394049148,Transient,76.43955587981579,0,0,48795,1.1152210438848795,5.266141159555577,2.0,38.21977793990789,0.0,0
City Hotel,0,255.93125180437067,2017,May,2017,20,1.7392744657947876,0.2740503468711121,2,0.0,0,BB,UNKNOWN,UNAVAILABLE,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,-2.396671141880446,Transient,84.642831164553,0,0,112237,0.6945802981076967,2.0133248126659,2.0,42.3214155822765,0.0,0
City Hotel,1,218.82573360225376,2017,September,2016,6,0.4609244973974896,0.2237120888186142,2,0.0,0,HB,UNAVAILABLE,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,44.0,0.0,-5.404405315210084,Transient-Party,127.04520521819116,0,0,56458,1.4294010763293268,0.6846365862161038,2.0,63.52260260909558,0.0,0
City Hotel,0,50.60957690195852,2017,October,2015,23,1.757686233674979,3.556338625654852,2,0.0,0,BB,CZE,MISSING,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-2.061194348972727,Contract,111.5873351987552,0,3,45199,0.3780152053662882,5.314024859329831,2.0,55.7936675993776,0.0,0
City Hotel,1,93.936698396868,2017,September,2016,1,1.0717880030350555,3.185766169373841,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,5.025764392003837,Transient,127.3652591925177,0,0,56244,3.4608017414234125,4.257554172408897,2.0,63.68262959625885,0.0,0
City Hotel,1,154.74605581595875,2017,June,2017,16,1.3414123524504027,1.8671531903071288,2,0.0,0,UNKNOWN,PRT,Offline TA/TO,UNKNOWN,0,0,0,A,0,Non Refund,20.0,0.0,-0.4652737063276915,Transient,98.408008557231,0,0,70392,2.088212710173673,3.2085655427575315,2.0,49.2040042786155,0.0,0
City Hotel,1,80.63061508006021,2017,March,2017,8,0.1570258382719905,2.531461908148672,2,0.0,0,HB,MAR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-4.1958288353529785,Transient,72.74010011829938,0,1,64383,-1.110991093293298,2.6884877464206625,2.0,36.37005005914969,0.0,0
City Hotel,1,160.7484107494518,2017,August,2016,26,0.6750716338240363,2.4871036969604194,2,0.0,0,BB,UNAVAILABLE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,11.29675365252606,Transient,53.59704550940612,0,1,55999,3.484111929384172,3.162175330784456,2.0,26.79852275470306,0.0,0
City Hotel,1,342.15286721235924,2017,October,2016,17,1.8016925277150613,-0.4127351514685435,2,0.0,0,BB,PRT,Offline TA/TO,UNAVAILABLE,0,0,0,D,0,No Deposit,83.0,0.0,0.5361744017837152,Transient,59.591773718135286,0,0,58919,-0.2447260273964669,1.3889573762465177,2.0,29.795886859067643,0.0,0
City Hotel,1,205.6052768784579,2017,February,2017,1,-0.4964322269288861,0.5089220527582254,2,0.0,0,UNAVAILABLE,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,29.0,0.0,-4.605064085816188,Transient,86.68788414878804,0,0,63127,-0.5873757759478931,0.01248982582933933,2.0,43.34394207439402,0.0,0
City Hotel,1,26.78113759768213,2017,November,2016,3,-0.0877583016310579,1.2026579692245964,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,9.927888557945463,Transient,60.59658279287613,0,0,59843,1.1857142795261386,1.1148996675935385,2.0,30.298291396438064,0.0,0
Resort Hotel,0,106.52493249853804,2017,January,2017,2,2.988549204391919,0.981164439705564,2,0.0,0,BB,GBR,Online TA,UNAVAILABLE,0,0,0,A,0,No Deposit,240.0,0.0,1.5779679652821454,Transient,106.98391178144163,0,1,31863,1.2126287045684667,3.969713644097483,2.0,53.49195589072082,0.0,0
Resort Hotel,0,26.907188632975544,2017,April,2017,10,1.56744598118149,1.8096252529146768,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,16.521254390185558,Transient,161.07634530515327,0,1,35141,2.766088155841552,3.377071234096167,2.0,80.53817265257663,0.0,0
City Hotel,0,106.52493249853804,2017,October,2015,13,-0.1611741363745379,1.5241854502426502,2,0.0,0,UNAVAILABLE,PRT,MISSING,TA/TO,0,0,0,A,0,No Deposit,26.0,0.0,21.597241805243847,Transient-Party,59.996849643630135,0,0,44854,5.446651476632926,1.3630113138681124,2.0,29.998424821815068,0.0,0
City Hotel,1,88.0626456354494,2017,November,2016,24,-0.1355157390162455,2.8221703139364016,2,0.0,0,BB,UNKNOWN,Groups,MISSING,0,0,0,A,0,Non Refund,1.0,0.0,0.9084643036829356,Transient,51.52338926515824,0,0,60853,-0.6909813828438779,2.6866545749201562,2.0,25.76169463257912,0.0,0
City Hotel,0,156.57781476851042,2017,January,2016,7,1.836390190819804,2.9164540166119197,2,0.0,0,BB,ZAF,Online TA,UNKNOWN,0,0,0,A,0,No Deposit,8.0,0.0,-15.150640734741444,Transient,52.54308163587719,0,1,83013,-0.2714194000234604,4.752844207431724,2.0,26.271540817938597,0.0,0
City Hotel,0,165.83309992362152,2017,July,2017,7,0.742547836726889,4.03366827420954,2,0.0,0,BB,UNKNOWN,Offline TA/TO,MISSING,0,0,0,A,0,No Deposit,85.0,0.0,2.4511454598260385,Transient,75.96654835092215,0,0,115700,3.0592605280766536,4.776216110936429,2.0,37.98327417546108,0.0,0
City Hotel,0,92.70940969250714,2017,May,2017,18,-0.1045558788518247,1.201870426308285,2,0.0,0,BB,AUT,Online TA,UNKNOWN,0,0,0,D,0,No Deposit,9.0,0.0,4.090804625000808,Transient,50.62293967651737,0,0,68464,1.750754618051145,1.0973145474564603,2.0,25.311469838258684,0.0,0
City Hotel,0,42.52533405755851,2017,February,2016,10,-0.1672233655654789,1.0614492684256038,2,0.0,0,BB,PRT,UNAVAILABLE,Direct,0,0,0,A,0,No Deposit,14.0,0.0,3.971186279810994,Transient,170.67464281940457,0,0,83751,3.850554069971993,0.8942259028601249,2.0,85.33732140970228,0.0,0
City Hotel,0,12.44277674779422,2017,August,2016,21,1.8382521805429444,-0.4497965378525725,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-0.8910779858663334,Transient,179.67949920949292,0,0,95796,3.4897477017478646,1.3884556426903718,2.0,89.83974960474646,0.0,0
City Hotel,1,69.72328082384419,2017,December,2016,8,0.2851037674323002,2.1791051152451795,2,0.0,0,BB,PRT,Groups,UNKNOWN,0,0,0,A,0,Non Refund,1.0,0.0,-0.7871933079199748,Transient,93.42252862697106,0,0,61332,0.1435696287875566,2.4642088826774797,2.0,46.71126431348553,0.0,0
City Hotel,0,161.0848305799724,2017,December,2016,23,2.434992354328646,1.4872823557993486,2,0.0,0,BB,AUT,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,27.0,0.0,1.246895967081084,Transient,75.49735473564586,0,1,103713,2.462597851813848,3.9222747101279944,2.0,37.74867736782293,0.0,0
City Hotel,1,210.2578879841911,2017,August,2017,16,1.802237327115936,-1.376001150561226,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-5.63162041446003,Transient,76.85530150053734,0,0,73199,-0.3879267788020174,0.42623617655471,2.0,38.42765075026867,0.0,0
City Hotel,0,106.52493249853804,2017,August,2017,2,1.8561186291795295,2.1643040864205108,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,2.500759426746049,Transient-Party,97.17596121944231,0,0,104094,1.0905957608560284,4.0204227156000405,2.0,48.58798060972116,0.0,0
Resort Hotel,1,105.63319734961844,2017,October,2015,5,1.2888454796156212,0.7663592491195921,2,0.0,0,BB,MISSING,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-16.50895420981875,Group,118.20388478953946,0,1,2201,0.5733436586356375,2.0552047287352133,2.0,59.10194239476973,0.0,0
City Hotel,0,106.52493249853804,2017,June,2016,15,-0.0099806282781132,0.777834592825472,2,0.0,0,MISSING,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,8.754493285485959,Transient-Party,65.44161245344061,0,1,91139,1.316189292496855,0.7678539645473588,2.0,32.720806226720306,0.0,0
City Hotel,0,85.49141241988235,2017,March,2017,23,0.8007564159123616,2.7880238424258668,2,0.0,0,BB,ITA,UNKNOWN,UNKNOWN,0,0,0,D,0,No Deposit,9.0,0.0,10.122297941180127,Transient,22.208216539821187,0,2,108394,1.2915038658320768,3.5887802583382284,2.0,11.104108269910594,0.0,0
City Hotel,0,70.79792995181887,2017,October,2015,10,1.8933583884063008,4.203003257955731,2,0.0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,21.0,0.0,9.90408143007816,Transient-Party,146.79763878787173,0,0,78541,0.8319008073219298,6.096361646362032,2.0,73.39881939393587,0.0,0
City Hotel,0,19.104039453772657,2017,September,2016,10,3.263576180095312,1.0825170634885517,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,-7.835708782724274,Transient,117.91974966566724,0,2,97191,0.5069513019525487,4.346093243583864,2.0,58.95987483283362,0.0,0
City Hotel,0,15.834832067416675,2017,March,2016,7,0.6722981129161865,-0.2028654687093984,2,0.0,0,UNKNOWN,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-4.671497990787901,Transient,124.59952310946524,0,1,47882,1.8515271752355609,0.4694326442067881,2.0,62.29976155473262,0.0,0
City Hotel,0,31.749614198011216,2017,July,2017,12,-0.1430891909784753,4.837784553926254,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,D,0,No Deposit,152.0,0.0,15.425485108704423,Transient,101.61125542702509,0,0,116009,2.725497220423577,4.694695362947779,2.0,50.80562771351254,0.0,0
City Hotel,0,6.147186470164708,2017,September,2015,18,-0.5439746392959981,5.610973173190047,2,0.0,0,UNKNOWN,PRT,Offline TA/TO,MISSING,0,0,0,A,0,No Deposit,6.0,0.0,1.9326336927839232,Transient-Party,148.1879602601343,0,0,43418,2.819659837194135,5.066998533894049,2.0,74.09398013006715,0.0,0
Resort Hotel,1,87.46798737068262,2017,March,2017,21,2.331433368267806,5.541186611148623,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,0,No Deposit,273.0,0.0,-6.506566786009469,Transient-Party,140.0460322743394,0,0,34517,1.642610954389105,7.872619979416429,2.0,70.0230161371697,0.0,0
Resort Hotel,1,230.33300244817943,2017,May,2016,19,0.2382731827523127,5.188552251541669,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,-7.749415775642009,Transient,107.3199316264784,0,0,5990,-0.616167567870834,5.426825434293981,2.0,53.6599658132392,0.0,0
City Hotel,0,55.74832087968075,2017,September,2015,21,0.3173786842634664,3.089841924827523,2,0.0,0,UNKNOWN,UNAVAILABLE,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,21.0,0.0,-6.864193045201615,Transient-Party,113.56416783314044,0,0,77531,-0.7706470781438594,3.4072206090909893,2.0,56.78208391657022,0.0,0
City Hotel,0,106.52493249853804,2017,April,2017,21,0.0933290036046178,-0.6779135814953579,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,286.0,0.0,-4.476368237883015,Transient,97.17596121944231,0,0,66494,1.0905957608560284,-0.58458457789074,2.0,48.58798060972116,0.0,0
Resort Hotel,1,143.05842375607943,2017,April,2016,22,2.0140906218523424,3.1155716567322207,2,0.0,0,UNKNOWN,PRT,Groups,TA/TO,0,0,0,D,0,Non Refund,71.0,0.0,11.815250593407388,Transient,76.4100550424581,0,0,5239,2.531483325845332,5.129662278584563,2.0,38.20502752122905,0.0,0
City Hotel,1,53.598397744119055,2017,June,2017,26,0.6971212576223051,1.5095262236848876,2,0.0,0,UNAVAILABLE,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-13.431922159786536,Transient,166.3531441239744,0,0,70950,2.1815479576799217,2.2066474813071926,2.0,83.1765720619872,0.0,0
City Hotel,0,113.296142398202,2017,July,2017,10,1.182534535479547,1.5905986633691405,2,0.0,0,UNKNOWN,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,3.9409103278980826,Transient,156.1584589063224,0,1,71692,0.8959696069231808,2.7731331988486874,2.0,78.0792294531612,0.0,0
Resort Hotel,0,17.697955128784912,2017,August,2017,6,2.098177420119663,1.1542798952552098,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-3.410491796819315,Transient,129.46921774320631,0,2,31888,2.0059400122944018,3.2524573153748726,2.0,64.73460887160316,0.0,0
City Hotel,0,106.52493249853804,2017,June,2016,9,1.684933768705608,3.399443931548033,2,0.0,0,BB,DEU,Online TA,UNKNOWN,0,0,0,A,0,No Deposit,9.0,0.0,16.795737396740467,Contract,80.8726724372873,0,0,90770,3.3579514468028573,5.084377700253642,2.0,40.43633621864365,0.0,0
City Hotel,1,177.14240720048693,2017,September,2016,16,-0.6243611003778735,2.286665662645111,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,86.0,0.0,-8.760699605345845,Transient-Party,98.5778270919931,0,0,56985,0.1261364690509457,1.6623045622672374,2.0,49.28891354599655,0.0,0
City Hotel,0,239.08470582513343,2017,April,2016,17,2.5971342918379947,6.240111475829965,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-12.39738851727956,Transient-Party,144.57174341307388,0,1,87434,0.4773011011453633,8.83724576766796,2.0,72.28587170653694,0.0,0
City Hotel,1,106.52493249853804,2017,September,2016,30,1.32170682380331,0.0497415841442846,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,7.662891294776318,Transient-Party,133.43176767182086,0,0,57734,2.426631028983132,1.3714484079475946,2.0,66.71588383591043,0.0,0
City Hotel,1,198.6660635561652,2017,December,2015,29,0.1542546845919738,2.8129791679263594,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,1.963396044056814,Transient,174.7168605789467,0,0,46323,2.375933270087172,2.967233852518333,2.0,87.35843028947335,0.0,0
City Hotel,0,14.034252362738467,2017,August,2015,29,2.3654139412927235,2.629164517127428,2,0.0,0,HB,ITA,Offline TA/TO,UNKNOWN,0,0,0,A,0,No Deposit,17.0,0.0,3.776426862445016,Transient-Party,54.75246710535564,0,0,42012,2.0736468043161698,4.994578458420151,2.0,27.37623355267782,0.0,0
City Hotel,0,106.52493249853804,2017,April,2017,11,-0.091442316023251,5.042040640857056,2,0.0,0,BB,MISSING,Online TA,UNAVAILABLE,0,0,0,A,0,No Deposit,9.0,0.0,-7.412226598227801,Transient,55.23247513563184,0,1,109571,-0.3984875784711218,4.9505983248338055,2.0,27.61623756781592,0.0,0
City Hotel,0,59.2749518271529,2017,August,2017,8,0.3424103779881452,2.3721009691835246,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,1.1952885348546942,Transient,127.39895092190756,0,2,72874,2.222263208635811,2.71451134717167,2.0,63.69947546095378,0.0,0
City Hotel,1,300.0791435832567,2017,April,2016,21,0.5250037368989109,1.624579685510645,2,0.0,0,BB,ZAF,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,-4.639654157448748,Transient,100.78078814899752,0,0,87612,-0.0826502800148759,2.149583422409556,2.0,50.39039407449876,0.0,0
City Hotel,0,73.24512940838285,2017,March,2016,20,1.246520106643275,0.0709583473298268,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,-4.08773604370301,Transient,47.88172760240339,0,1,48319,0.27992505600824,1.3174784539731017,2.0,23.940863801201694,0.0,0
Resort Hotel,0,133.9676142000965,2017,February,2017,19,2.1028347246334858,1.7867543330131848,2,0.0,0,BB,UNKNOWN,Online TA,TA/TO,0,0,0,A,0,No Deposit,314.0,0.0,-5.781395138801197,Transient,75.71801516984378,0,1,33471,0.518926217849083,3.8895890576466705,2.0,37.85900758492189,0.0,0
Resort Hotel,1,204.9104704218641,2017,June,2017,22,0.5827466817302871,0.2280655022955866,2,0.0,0,BB,GBR,UNAVAILABLE,UNAVAILABLE,0,0,0,A,0,No Deposit,241.0,0.0,7.810046364074131,Transient,188.44989075640652,0,2,37685,4.366063044509787,0.8108121840258737,2.0,94.22494537820326,0.0,0
City Hotel,1,45.77350287028595,2017,April,2016,23,1.1497138891811345,1.4214837288723827,2,0.0,0,HB,UNKNOWN,Groups,MISSING,0,0,0,A,0,Non Refund,1.0,0.0,-10.785806574504226,Transient,139.68574812418746,0,0,50097,1.9189285289134568,2.5711976180535174,2.0,69.84287406209373,0.0,0
City Hotel,0,106.52493249853804,2017,August,2017,12,1.2292279195302005,0.5878774650751393,2,0.0,0,BB,MISSING,Online TA,UNAVAILABLE,0,0,0,D,0,No Deposit,9.0,0.0,-1.4989994469001349,Transient,194.1471994316181,0,0,73009,2.9527024037263896,1.8171053846053398,2.0,97.07359971580905,0.0,0
